X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,body_Motion,pace_code,pace_value,incline_code,incline_pct,activity_details,bout_rest,epoch,actual_n_analyzed,trend,CC_type,CC,CC_bins,CC_all,CC_CI_pct,CC_CI_upper,CC_CI_lower,CC_pvalue,CC_significance,ES_type,ES,ES_CI_upper,ES_CI_lower,BA_LoA_upper,BA_LoA_lower,BA_LoA_width,devicemean,devicemean_SD,critmean,critmean_SD,device_v_crit,meandiff,meandiff_SD,meandiff_CI_upper,meandiff_CI_lower,MPE,MPE_bin,MPE_SD,MPE_significance_test,MPE_significance_num,MAD,MAD_SD,MAD_CI_upper,MAD_CI_lower,MAPE,MAPE_bin,MAPE_SD,MAPE_CI_upper,MAPE_CI_lower,RMSE,equivalencetesting,accuracypct,accuracypct_CI_upper,accuracypct_CI_lower,TEEstandardized,TEEstandardized_CI_upper,TEEstandardized_CI_lower,deviceSE,deviceCofV,critCofV,n_5pctofcrit,n_10pctofcrit,n_15pctofcrit,n_20pctofcrit,n_25pctofcrit,systematicbias_slope,systematicbias_intercept,systematicbias_probability,systematicbias_significance,Other
1590,Murakami,2016,-,Free-Living,EE,kcal/day,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, random",letter,y,Doubly labelled water,Doubly labelled water,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Normal Daily Activities,NA,Fr,NA,NA,NA,N,NA,urine collected on 8 days spread over 15 day period,NA,unknown,19,all wearable devices underestimated total energy expenditure under free-living conditions,Spearman,0.82,VS,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796.6,246.5,2314.4,312.6,under,NA,NA,NA,NA,-0.223729692,less -10%,NA,NA,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,4,6,healthy adults,A,H,33,11.15,71.28,14.07,NA,NA,24.62,3.96,Ireland,ADL: Seated Work,NA,Se,NA,NA,NA,N,NA,sat at a desk doing deskwork for 40 minutes. The majority of this time was spent typing.,NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,35,14.11,68.4,12.08,NA,NA,24.41,3.98,Ireland,ADL: Elevator Ride,NA,Se,NA,NA,NA,N,NA,"elevator ride, up 3 floors and down 3 floors, three times",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,2,8,healthy adults,A,H,38,13.91,65.9,13.93,NA,NA,24.09,5.08,Ireland,ADL: Riding Bus,NA,Se,NA,NA,NA,N,NA,"3km round trip bus journey while sitting in the middle of the bus. The bus route travelled through a university campus, which featured speed ramps at various intervals",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,0.292,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,"drive stick shift on urban road (~ 5km, city centre drive stick shift)",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,equal,NA,1,NA,NA,0,± 3%,NA,0.292,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1595,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,"drive stick shift on a category A road (~ 6km, national primary road)",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,equal,NA,1,NA,NA,0,± 3%,NA,5.7e-02,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,"drive stick shift on a category B road (~ 14km, regional road)",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,equal,NA,1,NA,NA,0,± 3%,NA,0.292,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,drive stick shift on a motorway (~ 15km),NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1598,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.5,63.9,8.52,NA,NA,23.25,3.43,Ireland,ADL: Washing Dishes,NA,Mi,Mi,NA,NA,N,NA,"wash dishes at a sink while standing still, without taking any steps. Ten pieces of Tupperware were scrubbed three times on the inside and three times on the outside using a dish-washing brush held in the dominant hand. The items were then dried with three strokes on the outside and three strokes on the inside using a dishcloth. repeated continuously, 10 min",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.63,66.4,9.25,NA,NA,24.05,3.39,Ireland,ADL: Functional Reaching,NA,Mi,Mi,NA,NA,N,NA,"stacked 10 books taking them individually from the floor and stacking them on a shelf just above eye level. When all books were stacked the procedure was reversed and the books were individually returned to the floor. repeated continuously, 10 min",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,NA,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,48,10.61,71.28,13.55,NA,NA,23.86,3.11,Ireland,Rowing,NA,Mi,Mi,NA,NA,N,NA,"row, low resistance and stroke rate of 20-25 strokes/min, 2km",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,0.292,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1601,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.63,64.1,10.72,NA,NA,23.22,3.42,Ireland,Cycle,NA,Mi,Mi,NA,NA,N,NA,"cycle at 15-20km/h, comfortable intensity, 2km",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,equal,NA,0,NA,NA,0,± 3%,NA,0.136,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,"drive stick shift on a local road (~ 2km, drive stick shift in a built-up area)",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,over,NA,2,NA,NA,NA,NA,NA,0.292,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA,NA,N,NA,"drive stick shift on a category C road (~ 8km, rural country road)",NA,unknown,10,good specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,0,0,over,NA,9,NA,NA,NA,NA,NA,5.2e-02,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,2,8,healthy adults,A,H,29,8.68,65.56,10.13,NA,NA,23.92,3.08,Ireland,Exercise: Cycle,NA,Mi,Mi,NA,NA,N,NA,"cycle on tarmac, self-selected easy pace, 2km",NA,unknown,10,poor specificity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,0,0,over,NA,17,NA,NA,NA,NA,NA,2.5e-02,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,Mi,NA,NA,N,NA,"seated computer use, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,overestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.4,1.8,0.4,over,NA,NA,NA,NA,0.444444444,more 3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,Mi,NA,NA,N,NA,"seated computer use, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,overestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,1.8,0.4,over,NA,NA,NA,NA,0.388888889,more 3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,Mi,NA,NA,N,NA,"seated computer use, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,overestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,1.8,0.4,over,NA,NA,NA,NA,0.388888889,more 3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Walk: Overground,Activity,Ao,Nr,Nm,1.32,N,NA,"walk, self-selected pace (average 79m/min), 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.8,5.6,1.1,over,NA,NA,NA,NA,0.017857143,± 3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Walk: Overground,Activity,Ao,Nr,Nm,1.32,N,NA,"walk, self-selected pace (average 79m/min), 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.8,5.6,1.1,over,NA,NA,NA,NA,0.017857143,± 3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,Mi,NA,NA,N,NA,"rest, sitting, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,25,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,2.5,0.7,equal,NA,NA,NA,NA,0,± 3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Run: Overground,Activity,Ao,Nr,R,2.5,N,NA,"run, self-selected pace (average 150m/min), 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,24,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,2,13.7,3.2,under,NA,NA,NA,NA,-0.00729927,± 3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Run: Overground,Activity,Ao,Nr,R,2.5,N,NA,"run, self-selected pace (average 150m/min), 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,24,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,2.1,13.7,3.2,under,NA,NA,NA,NA,-0.01459854,± 3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1613,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,Mi,NA,NA,N,NA,"rest, sitting, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,25,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.2,2.5,0.7,under,NA,NA,NA,NA,-0.04,less -3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1614,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,Mi,NA,NA,N,NA,"rest, sitting, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,25,good validity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.5,2.5,0.7,under,NA,NA,NA,NA,-0.04,less -3%,NA,> .05,ns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1615,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,Mi,NA,NA,N,NA,"seated, folding laundry, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0.3,3.1,0.5,under,NA,NA,NA,NA,-0.129032258,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,Mi,NA,NA,N,NA,"seated, folding laundry, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,3.1,0.5,under,NA,NA,NA,NA,-0.193548387,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,Mi,NA,NA,N,NA,"seated, folding laundry, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.3,3.1,0.5,under,NA,NA,NA,NA,-0.193548387,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Stairs: Ascend and Descend,Activity,St,Nr,NA,NA,N,NA,"ascend and descend, self-selected pace, 5 min
minutes 2:30-4:30 used as criterion",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,0.8,9.1,1.3,under,NA,NA,NA,NA,-0.197802198,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1619,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,Mi,NA,NA,N,NA,"resting, supine, 10 min",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.2,1.5,0.3,under,NA,NA,NA,NA,-0.2,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1620,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,Mi,NA,NA,N,NA,"resting, supine, 10 min",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.2,1.5,0.3,under,NA,NA,NA,NA,-0.2,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,Mi,NA,NA,N,NA,"resting, supine, 10 min",≥ 2 min,crit: 15s,27,underestimate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.2,1.5,0.3,under,NA,NA,NA,NA,-0.2,less -3%,NA,< .05,sig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
